ClientName,NetAssets,EstablishedTime,Region,NumberOfFunds,service,flag
GQG Partners Inc,12124.03,2016,EUR,6,FXServices,Y
GQG Partners Inc,12124.03,2016,EUR,6,FinancingCollateralServices,N
Mercer Funds,11841.52,2005,US,7,InvestmentServicing,Y
Mercer Funds,11841.52,2005,US,7,Custody,N
Mercer Funds,11841.52,2005,US,7,ETFSolutionsCost,Y
Mercer Funds,11841.52,2005,US,7,FundAccounting,N
Mercer Funds,11841.52,2005,US,7,RiskAnalytics,N
Mercer Funds,11841.52,2005,US,7,MultiAssetClassAnalytics,N
Mercer Funds,11841.52,2005,US,7,DigitalExperience,N
Mercer Funds,11841.52,2005,US,7,PortfolioSolutions,Y
Mercer Funds,11841.52,2005,US,7,FXServices,Y
Mercer Funds,11841.52,2005,US,7,FinancingCollateralServices,N
Wilmington Funds,11782.2,1988,EUR,10,InvestmentServicing,Y
Wilmington Funds,11782.2,1988,EUR,10,Custody,N
Wilmington Funds,11782.2,1988,EUR,10,ETFSolutionsCost,Y
Wilmington Funds,11782.2,1988,EUR,10,FundAccounting,N
Wilmington Funds,11782.2,1988,EUR,10,RiskAnalytics,N
Wilmington Funds,11782.2,1988,EUR,10,MultiAssetClassAnalytics,N
Wilmington Funds,11782.2,1988,EUR,10,DigitalExperience,N
Wilmington Funds,11782.2,1988,EUR,10,PortfolioSolutions,Y
Wilmington Funds,11782.2,1988,EUR,10,FXServices,Y
Wilmington Funds,11782.2,1988,EUR,10,FinancingCollateralServices,N
William Blair,11457.97,1946,EUR,19,InvestmentServicing,Y
William Blair,11457.97,1946,EUR,19,Custody,N
William Blair,11457.97,1946,EUR,19,ETFSolutionsCost,Y
William Blair,11457.97,1946,EUR,19,FundAccounting,N
William Blair,11457.97,1946,EUR,19,RiskAnalytics,N
William Blair,11457.97,1946,EUR,19,MultiAssetClassAnalytics,N
William Blair,11457.97,1946,EUR,19,DigitalExperience,N
William Blair,11457.97,1946,EUR,19,PortfolioSolutions,Y
William Blair,11457.97,1946,EUR,19,FXServices,Y
William Blair,11457.97,1946,EUR,19,FinancingCollateralServices,N
JOHCM Funds,11206.97,1992,US,10,InvestmentServicing,Y
JOHCM Funds,11206.97,1992,US,10,Custody,N
JOHCM Funds,11206.97,1992,US,10,ETFSolutionsCost,Y
JOHCM Funds,11206.97,1992,US,10,FundAccounting,N
JOHCM Funds,11206.97,1992,US,10,RiskAnalytics,N
JOHCM Funds,11206.97,1992,US,10,MultiAssetClassAnalytics,N
JOHCM Funds,11206.97,1992,US,10,DigitalExperience,N
JOHCM Funds,11206.97,1992,US,10,PortfolioSolutions,Y
JOHCM Funds,11206.97,1992,US,10,FXServices,Y
JOHCM Funds,11206.97,1992,US,10,FinancingCollateralServices,N
KraneShares,11082.71,2013,EUR,29,InvestmentServicing,Y
KraneShares,11082.71,2013,EUR,29,Custody,N
KraneShares,11082.71,2013,EUR,29,ETFSolutionsCost,N
KraneShares,11082.71,2013,EUR,29,FundAccounting,N
KraneShares,11082.71,2013,EUR,29,RiskAnalytics,Y
KraneShares,11082.71,2013,EUR,29,MultiAssetClassAnalytics,N
KraneShares,11082.71,2013,EUR,29,DigitalExperience,N
KraneShares,11082.71,2013,EUR,29,PortfolioSolutions,N
KraneShares,11082.71,2013,EUR,29,FXServices,Y
KraneShares,11082.71,2013,EUR,29,FinancingCollateralServices,N
City National Rochdale,10734.89,1999,EUR,11,InvestmentServicing,Y
City National Rochdale,10734.89,1999,EUR,11,Custody,N
City National Rochdale,10734.89,1999,EUR,11,ETFSolutionsCost,N
City National Rochdale,10734.89,1999,EUR,11,FundAccounting,N
City National Rochdale,10734.89,1999,EUR,11,RiskAnalytics,Y
City National Rochdale,10734.89,1999,EUR,11,MultiAssetClassAnalytics,N
City National Rochdale,10734.89,1999,EUR,11,DigitalExperience,N
City National Rochdale,10734.89,1999,EUR,11,PortfolioSolutions,N
City National Rochdale,10734.89,1999,EUR,11,FXServices,Y
City National Rochdale,10734.89,1999,EUR,11,FinancingCollateralServices,N
Polen Capital,10639.11,2010,US,8,InvestmentServicing,Y
Polen Capital,10639.11,2010,US,8,Custody,N
Polen Capital,10639.11,2010,US,8,ETFSolutionsCost,N
Polen Capital,10639.11,2010,US,8,FundAccounting,N
Polen Capital,10639.11,2010,US,8,RiskAnalytics,Y
Polen Capital,10639.11,2010,US,8,MultiAssetClassAnalytics,N
Polen Capital,10639.11,2010,US,8,DigitalExperience,N
Polen Capital,10639.11,2010,US,8,PortfolioSolutions,N
Polen Capital,10639.11,2010,US,8,FXServices,Y
Polen Capital,10639.11,2010,US,8,FinancingCollateralServices,N
Pacific Funds,10518.56,2003,EUR,15,InvestmentServicing,Y
Pacific Funds,10518.56,2003,EUR,15,Custody,N
Pacific Funds,10518.56,2003,EUR,15,ETFSolutionsCost,N
Pacific Funds,10518.56,2003,EUR,15,FundAccounting,N
Pacific Funds,10518.56,2003,EUR,15,RiskAnalytics,Y
Pacific Funds,10518.56,2003,EUR,15,MultiAssetClassAnalytics,N
Pacific Funds,10518.56,2003,EUR,15,DigitalExperience,N
Pacific Funds,10518.56,2003,EUR,15,PortfolioSolutions,N
Pacific Funds,10518.56,2003,EUR,15,FXServices,Y
Pacific Funds,10518.56,2003,EUR,15,FinancingCollateralServices,N
Paydenfunds,10343.76,1992,EUR,19,InvestmentServicing,Y
Paydenfunds,10343.76,1992,EUR,19,Custody,N
Paydenfunds,10343.76,1992,EUR,19,ETFSolutionsCost,N
Paydenfunds,10343.76,1992,EUR,19,FundAccounting,N
Paydenfunds,10343.76,1992,EUR,19,RiskAnalytics,Y
Paydenfunds,10343.76,1992,EUR,19,MultiAssetClassAnalytics,N
Paydenfunds,10343.76,1992,EUR,19,DigitalExperience,N
Paydenfunds,10343.76,1992,EUR,19,PortfolioSolutions,N
Paydenfunds,10343.76,1992,EUR,19,FXServices,Y
Paydenfunds,10343.76,1992,EUR,19,FinancingCollateralServices,N
Pax World,10337.7,1971,EUR,11,InvestmentServicing,Y
Pax World,10337.7,1971,EUR,11,Custody,N
Pax World,10337.7,1971,EUR,11,ETFSolutionsCost,N
Pax World,10337.7,1971,EUR,11,FundAccounting,N
Pax World,10337.7,1971,EUR,11,RiskAnalytics,Y
Pax World,10337.7,1971,EUR,11,MultiAssetClassAnalytics,N
Pax World,10337.7,1971,EUR,11,DigitalExperience,N
Pax World,10337.7,1971,EUR,11,PortfolioSolutions,N
Pax World,10337.7,1971,EUR,11,FXServices,Y
Pax World,10337.7,1971,EUR,11,FinancingCollateralServices,N
Jensen,10232.09,1992,US,3,InvestmentServicing,Y
Jensen,10232.09,1992,US,3,Custody,N
Jensen,10232.09,1992,US,3,ETFSolutionsCost,N
Jensen,10232.09,1992,US,3,FundAccounting,N
Jensen,10232.09,1992,US,3,RiskAnalytics,Y
Jensen,10232.09,1992,US,3,MultiAssetClassAnalytics,N
Jensen,10232.09,1992,US,3,DigitalExperience,N
Jensen,10232.09,1992,US,3,PortfolioSolutions,N
Jensen,10232.09,1992,US,3,FXServices,Y
Jensen,10232.09,1992,US,3,FinancingCollateralServices,N
GQG Partners,10174.14,2016,EUR,6,InvestmentServicing,Y
GQG Partners,10174.14,2016,EUR,6,Custody,N
GQG Partners,10174.14,2016,EUR,6,ETFSolutionsCost,N
GQG Partners,10174.14,2016,EUR,6,FundAccounting,N
GQG Partners,10174.14,2016,EUR,6,RiskAnalytics,Y
GQG Partners,10174.14,2016,EUR,6,MultiAssetClassAnalytics,N
GQG Partners,10174.14,2016,EUR,6,DigitalExperience,N
GQG Partners,10174.14,2016,EUR,6,PortfolioSolutions,N
GQG Partners,10174.14,2016,EUR,6,FXServices,Y
GQG Partners,10174.14,2016,EUR,6,FinancingCollateralServices,N
Davis Funds,10043.86,1969,EUR,12,InvestmentServicing,Y
Davis Funds,10043.86,1969,EUR,12,Custody,N
Davis Funds,10043.86,1969,EUR,12,ETFSolutionsCost,N
Davis Funds,10043.86,1969,EUR,12,FundAccounting,N
Davis Funds,10043.86,1969,EUR,12,RiskAnalytics,Y
Davis Funds,10043.86,1969,EUR,12,MultiAssetClassAnalytics,N
Davis Funds,10043.86,1969,EUR,12,DigitalExperience,N
Davis Funds,10043.86,1969,EUR,12,PortfolioSolutions,N
Davis Funds,10043.86,1969,EUR,12,FXServices,Y
Davis Funds,10043.86,1969,EUR,12,FinancingCollateralServices,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,InvestmentServicing,Y
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,Custody,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,ETFSolutionsCost,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,FundAccounting,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,RiskAnalytics,Y
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,MultiAssetClassAnalytics,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,DigitalExperience,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,PortfolioSolutions,N
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,FXServices,Y
Catholic Responsible Investments Funds,9959.5,2021,EUR,13,FinancingCollateralServices,N
State Farm,9805.73,1968,US,4,InvestmentServicing,Y
State Farm,9805.73,1968,US,4,Custody,N
State Farm,9805.73,1968,US,4,ETFSolutionsCost,N
State Farm,9805.73,1968,US,4,FundAccounting,N
State Farm,9805.73,1968,US,4,RiskAnalytics,Y
State Farm,9805.73,1968,US,4,MultiAssetClassAnalytics,N
State Farm,9805.73,1968,US,4,DigitalExperience,N
State Farm,9805.73,1968,US,4,PortfolioSolutions,N
State Farm,9805.73,1968,US,4,FXServices,Y
State Farm,9805.73,1968,US,4,FinancingCollateralServices,N
Credit Suisse,9266.87,1987,EUR,23,InvestmentServicing,Y
Credit Suisse,9266.87,1987,EUR,23,Custody,N
Credit Suisse,9266.87,1987,EUR,23,ETFSolutionsCost,N
Credit Suisse,9266.87,1987,EUR,23,FundAccounting,N
Credit Suisse,9266.87,1987,EUR,23,RiskAnalytics,Y
Credit Suisse,9266.87,1987,EUR,23,MultiAssetClassAnalytics,N
Credit Suisse,9266.87,1987,EUR,23,DigitalExperience,N
Credit Suisse,9266.87,1987,EUR,23,PortfolioSolutions,N
Credit Suisse,9266.87,1987,EUR,23,FXServices,Y
Credit Suisse,9266.87,1987,EUR,23,FinancingCollateralServices,N
First Investors,9194.45,1970,EUR,22,InvestmentServicing,Y
First Investors,9194.45,1970,EUR,22,Custody,N
First Investors,9194.45,1970,EUR,22,ETFSolutionsCost,N
First Investors,9194.45,1970,EUR,22,FundAccounting,N
First Investors,9194.45,1970,EUR,22,RiskAnalytics,Y
First Investors,9194.45,1970,EUR,22,MultiAssetClassAnalytics,N
First Investors,9194.45,1970,EUR,22,DigitalExperience,N
First Investors,9194.45,1970,EUR,22,PortfolioSolutions,N
First Investors,9194.45,1970,EUR,22,FXServices,Y
First Investors,9194.45,1970,EUR,22,FinancingCollateralServices,N
RBB Funds,8850.36,2007,US,5,InvestmentServicing,Y
RBB Funds,8850.36,2007,US,5,Custody,N
RBB Funds,8850.36,2007,US,5,ETFSolutionsCost,N
RBB Funds,8850.36,2007,US,5,FundAccounting,N
RBB Funds,8850.36,2007,US,5,RiskAnalytics,Y
RBB Funds,8850.36,2007,US,5,MultiAssetClassAnalytics,N
RBB Funds,8850.36,2007,US,5,DigitalExperience,N
RBB Funds,8850.36,2007,US,5,PortfolioSolutions,N
RBB Funds,8850.36,2007,US,5,FXServices,Y
RBB Funds,8850.36,2007,US,5,FinancingCollateralServices,N
Royce Investment Partners,8655.12,1972,EUR,13,InvestmentServicing,Y
Royce Investment Partners,8655.12,1972,EUR,13,Custody,N
Royce Investment Partners,8655.12,1972,EUR,13,ETFSolutionsCost,N
Royce Investment Partners,8655.12,1972,EUR,13,FundAccounting,N
Royce Investment Partners,8655.12,1972,EUR,13,RiskAnalytics,Y
Royce Investment Partners,8655.12,1972,EUR,13,MultiAssetClassAnalytics,N
Royce Investment Partners,8655.12,1972,EUR,13,DigitalExperience,N
Royce Investment Partners,8655.12,1972,EUR,13,PortfolioSolutions,N
Royce Investment Partners,8655.12,1972,EUR,13,FXServices,Y
Royce Investment Partners,8655.12,1972,EUR,13,FinancingCollateralServices,N
Navigator Funds,8646.01,2010,EUR,5,InvestmentServicing,Y
Navigator Funds,8646.01,2010,EUR,5,Custody,N
Navigator Funds,8646.01,2010,EUR,5,ETFSolutionsCost,N
Navigator Funds,8646.01,2010,EUR,5,FundAccounting,N
Navigator Funds,8646.01,2010,EUR,5,RiskAnalytics,Y
Navigator Funds,8646.01,2010,EUR,5,MultiAssetClassAnalytics,N
Navigator Funds,8646.01,2010,EUR,5,DigitalExperience,N
Navigator Funds,8646.01,2010,EUR,5,PortfolioSolutions,N
Navigator Funds,8646.01,2010,EUR,5,FXServices,Y
Navigator Funds,8646.01,2010,EUR,5,FinancingCollateralServices,N
Champlain Funds,8557.65,2004,EUR,3,InvestmentServicing,Y
Champlain Funds,8557.65,2004,EUR,3,Custody,N
Champlain Funds,8557.65,2004,EUR,3,ETFSolutionsCost,N
Champlain Funds,8557.65,2004,EUR,3,FundAccounting,N
Champlain Funds,8557.65,2004,EUR,3,RiskAnalytics,Y
Champlain Funds,8557.65,2004,EUR,3,MultiAssetClassAnalytics,N
Champlain Funds,8557.65,2004,EUR,3,DigitalExperience,N
Champlain Funds,8557.65,2004,EUR,3,PortfolioSolutions,N
Champlain Funds,8557.65,2004,EUR,3,FXServices,Y
Champlain Funds,8557.65,2004,EUR,3,FinancingCollateralServices,N
Causeway,8299.04,2001,US,6,InvestmentServicing,Y
Causeway,8299.04,2001,US,6,Custody,N
Causeway,8299.04,2001,US,6,ETFSolutionsCost,N
Causeway,8299.04,2001,US,6,FundAccounting,N
Causeway,8299.04,2001,US,6,RiskAnalytics,Y
Causeway,8299.04,2001,US,6,MultiAssetClassAnalytics,N
Causeway,8299.04,2001,US,6,DigitalExperience,N
Causeway,8299.04,2001,US,6,PortfolioSolutions,N
Causeway,8299.04,2001,US,6,FXServices,Y
Causeway,8299.04,2001,US,6,FinancingCollateralServices,N
pacific funds series trust,7949.74,2003,EUR,16,InvestmentServicing,Y
pacific funds series trust,7949.74,2003,EUR,16,Custody,N
pacific funds series trust,7949.74,2003,EUR,16,ETFSolutionsCost,N
pacific funds series trust,7949.74,2003,EUR,16,FundAccounting,N
pacific funds series trust,7949.74,2003,EUR,16,RiskAnalytics,Y
pacific funds series trust,7949.74,2003,EUR,16,MultiAssetClassAnalytics,N
pacific funds series trust,7949.74,2003,EUR,16,DigitalExperience,N
pacific funds series trust,7949.74,2003,EUR,16,PortfolioSolutions,N
pacific funds series trust,7949.74,2003,EUR,16,FXServices,Y
pacific funds series trust,7949.74,2003,EUR,16,FinancingCollateralServices,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,InvestmentServicing,Y
Aberdeen Standard Investments,7867.12,2009,EUR,8,Custody,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,ETFSolutionsCost,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,FundAccounting,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,RiskAnalytics,Y
Aberdeen Standard Investments,7867.12,2009,EUR,8,MultiAssetClassAnalytics,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,DigitalExperience,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,PortfolioSolutions,N
Aberdeen Standard Investments,7867.12,2009,EUR,8,FXServices,Y
Aberdeen Standard Investments,7867.12,2009,EUR,8,FinancingCollateralServices,N
PT Asset Management,7756.92,2010,EUR,3,InvestmentServicing,Y
PT Asset Management,7756.92,2010,EUR,3,Custody,N
PT Asset Management,7756.92,2010,EUR,3,ETFSolutionsCost,N
PT Asset Management,7756.92,2010,EUR,3,FundAccounting,N
PT Asset Management,7756.92,2010,EUR,3,RiskAnalytics,Y
PT Asset Management,7756.92,2010,EUR,3,MultiAssetClassAnalytics,N
PT Asset Management,7756.92,2010,EUR,3,DigitalExperience,N
PT Asset Management,7756.92,2010,EUR,3,PortfolioSolutions,N
PT Asset Management,7756.92,2010,EUR,3,FXServices,Y
PT Asset Management,7756.92,2010,EUR,3,FinancingCollateralServices,N
Angel Oak,7513.43,2009,EUR,7,InvestmentServicing,Y
Angel Oak,7513.43,2009,EUR,7,Custody,N
Angel Oak,7513.43,2009,EUR,7,ETFSolutionsCost,N
Angel Oak,7513.43,2009,EUR,7,FundAccounting,N
Angel Oak,7513.43,2009,EUR,7,RiskAnalytics,Y
Angel Oak,7513.43,2009,EUR,7,MultiAssetClassAnalytics,N
Angel Oak,7513.43,2009,EUR,7,DigitalExperience,N
Angel Oak,7513.43,2009,EUR,7,PortfolioSolutions,N
Angel Oak,7513.43,2009,EUR,7,FXServices,Y
Angel Oak,7513.43,2009,EUR,7,FinancingCollateralServices,N
Innovator ETFs,7327.84,2015,US,87,InvestmentServicing,Y
Innovator ETFs,7327.84,2015,US,87,Custody,N
Innovator ETFs,7327.84,2015,US,87,ETFSolutionsCost,N
Innovator ETFs,7327.84,2015,US,87,FundAccounting,N
Innovator ETFs,7327.84,2015,US,87,RiskAnalytics,Y
Innovator ETFs,7327.84,2015,US,87,MultiAssetClassAnalytics,N
Innovator ETFs,7327.84,2015,US,87,DigitalExperience,N
Innovator ETFs,7327.84,2015,US,87,PortfolioSolutions,N
Innovator ETFs,7327.84,2015,US,87,FXServices,Y
Innovator ETFs,7327.84,2015,US,87,FinancingCollateralServices,N
"Tweedy, Browne",7157.44,1993,APAC,InvestmentServicing,4,N
"Tweedy, Browne",7157.44,1993,APAC,Custody,Y,N
"Tweedy, Browne",7157.44,1993,APAC,ETFSolutionsCost,N,N
"Tweedy, Browne",7157.44,1993,APAC,FundAccounting,N,N
"Tweedy, Browne",7157.44,1993,APAC,RiskAnalytics,N,N
"Tweedy, Browne",7157.44,1993,APAC,MultiAssetClassAnalytics,Y,N
"Tweedy, Browne",7157.44,1993,APAC,DigitalExperience,N,N
"Tweedy, Browne",7157.44,1993,APAC,PortfolioSolutions,N,N
"Tweedy, Browne",7157.44,1993,APAC,FXServices,N,N
"Tweedy, Browne",7157.44,1993,APAC,FinancingCollateralServices,Y,N
FMI Funds,7059.02,1981,APAC,4,InvestmentServicing,Y
FMI Funds,7059.02,1981,APAC,4,Custody,N
FMI Funds,7059.02,1981,APAC,4,ETFSolutionsCost,N
FMI Funds,7059.02,1981,APAC,4,FundAccounting,N
FMI Funds,7059.02,1981,APAC,4,RiskAnalytics,Y
FMI Funds,7059.02,1981,APAC,4,MultiAssetClassAnalytics,N
FMI Funds,7059.02,1981,APAC,4,DigitalExperience,N
FMI Funds,7059.02,1981,APAC,4,PortfolioSolutions,N
FMI Funds,7059.02,1981,APAC,4,FXServices,Y
FMI Funds,7059.02,1981,APAC,4,FinancingCollateralServices,N
Glenmede,6827.01,1988,US,18,InvestmentServicing,N
Glenmede,6827.01,1988,US,18,Custody,Y
Glenmede,6827.01,1988,US,18,ETFSolutionsCost,Y
Glenmede,6827.01,1988,US,18,FundAccounting,N
Glenmede,6827.01,1988,US,18,RiskAnalytics,N
Glenmede,6827.01,1988,US,18,MultiAssetClassAnalytics,N
Glenmede,6827.01,1988,US,18,DigitalExperience,N
Glenmede,6827.01,1988,US,18,PortfolioSolutions,Y
Glenmede,6827.01,1988,US,18,FXServices,N
Glenmede,6827.01,1988,US,18,FinancingCollateralServices,N
Aberdeen,6773.84,1986,APAC,20,InvestmentServicing,N
Aberdeen,6773.84,1986,APAC,20,Custody,Y
Aberdeen,6773.84,1986,APAC,20,ETFSolutionsCost,Y
Aberdeen,6773.84,1986,APAC,20,FundAccounting,N
Aberdeen,6773.84,1986,APAC,20,RiskAnalytics,N
Aberdeen,6773.84,1986,APAC,20,MultiAssetClassAnalytics,N
Aberdeen,6773.84,1986,APAC,20,DigitalExperience,N
Aberdeen,6773.84,1986,APAC,20,PortfolioSolutions,Y
Aberdeen,6773.84,1986,APAC,20,FXServices,N
Aberdeen,6773.84,1986,APAC,20,FinancingCollateralServices,N
Performance Trust Asset Management,6683.58,2010,APAC,3,InvestmentServicing,N
Performance Trust Asset Management,6683.58,2010,APAC,3,Custody,Y
Performance Trust Asset Management,6683.58,2010,APAC,3,ETFSolutionsCost,Y
Performance Trust Asset Management,6683.58,2010,APAC,3,FundAccounting,N
Performance Trust Asset Management,6683.58,2010,APAC,3,RiskAnalytics,N
Performance Trust Asset Management,6683.58,2010,APAC,3,MultiAssetClassAnalytics,N
Performance Trust Asset Management,6683.58,2010,APAC,3,DigitalExperience,N
Performance Trust Asset Management,6683.58,2010,APAC,3,PortfolioSolutions,Y
Performance Trust Asset Management,6683.58,2010,APAC,3,FXServices,N
Performance Trust Asset Management,6683.58,2010,APAC,3,FinancingCollateralServices,N
Brown Capital Management,6645.72,1992,APAC,4,InvestmentServicing,N
Brown Capital Management,6645.72,1992,APAC,4,Custody,Y
Brown Capital Management,6645.72,1992,APAC,4,ETFSolutionsCost,Y
Brown Capital Management,6645.72,1992,APAC,4,FundAccounting,N
Brown Capital Management,6645.72,1992,APAC,4,RiskAnalytics,N
Brown Capital Management,6645.72,1992,APAC,4,MultiAssetClassAnalytics,N
Brown Capital Management,6645.72,1992,APAC,4,DigitalExperience,N
Brown Capital Management,6645.72,1992,APAC,4,PortfolioSolutions,Y
Brown Capital Management,6645.72,1992,APAC,4,FXServices,N
Brown Capital Management,6645.72,1992,APAC,4,FinancingCollateralServices,N
Legg Mason,6625.16,1973,US,19,InvestmentServicing,N
Legg Mason,6625.16,1973,US,19,Custody,Y
Legg Mason,6625.16,1973,US,19,ETFSolutionsCost,Y
Legg Mason,6625.16,1973,US,19,FundAccounting,N
Legg Mason,6625.16,1973,US,19,RiskAnalytics,N
Legg Mason,6625.16,1973,US,19,MultiAssetClassAnalytics,N
Legg Mason,6625.16,1973,US,19,DigitalExperience,N
Legg Mason,6625.16,1973,US,19,PortfolioSolutions,Y
Legg Mason,6625.16,1973,US,19,FXServices,N
Legg Mason,6625.16,1973,US,19,FinancingCollateralServices,N
Eventide Funds,6200.12,2008,APAC,7,InvestmentServicing,N
Eventide Funds,6200.12,2008,APAC,7,Custody,Y
Eventide Funds,6200.12,2008,APAC,7,ETFSolutionsCost,Y
Eventide Funds,6200.12,2008,APAC,7,FundAccounting,N
Eventide Funds,6200.12,2008,APAC,7,RiskAnalytics,N
Eventide Funds,6200.12,2008,APAC,7,MultiAssetClassAnalytics,N
Eventide Funds,6200.12,2008,APAC,7,DigitalExperience,N
Eventide Funds,6200.12,2008,APAC,7,PortfolioSolutions,Y
Eventide Funds,6200.12,2008,APAC,7,FXServices,N
Eventide Funds,6200.12,2008,APAC,7,FinancingCollateralServices,N
Mairs & Power,6182.82,1958,APAC,4,InvestmentServicing,N
Mairs & Power,6182.82,1958,APAC,4,Custody,Y
Mairs & Power,6182.82,1958,APAC,4,ETFSolutionsCost,Y
Mairs & Power,6182.82,1958,APAC,4,FundAccounting,N
Mairs & Power,6182.82,1958,APAC,4,RiskAnalytics,N
Mairs & Power,6182.82,1958,APAC,4,MultiAssetClassAnalytics,N
Mairs & Power,6182.82,1958,APAC,4,DigitalExperience,N
Mairs & Power,6182.82,1958,APAC,4,PortfolioSolutions,Y
Mairs & Power,6182.82,1958,APAC,4,FXServices,N
Mairs & Power,6182.82,1958,APAC,4,FinancingCollateralServices,N
Manning & Napier,6123.15,1993,APAC,15,InvestmentServicing,N
Manning & Napier,6123.15,1993,APAC,15,Custody,Y
Manning & Napier,6123.15,1993,APAC,15,ETFSolutionsCost,Y
Manning & Napier,6123.15,1993,APAC,15,FundAccounting,N
Manning & Napier,6123.15,1993,APAC,15,RiskAnalytics,N
Manning & Napier,6123.15,1993,APAC,15,MultiAssetClassAnalytics,N
Manning & Napier,6123.15,1993,APAC,15,DigitalExperience,N
Manning & Napier,6123.15,1993,APAC,15,PortfolioSolutions,Y
Manning & Napier,6123.15,1993,APAC,15,FXServices,N
Manning & Napier,6123.15,1993,APAC,15,FinancingCollateralServices,N
Fuller & Thaler,6060.23,2011,US,6,InvestmentServicing,N
Fuller & Thaler,6060.23,2011,US,6,Custody,Y
Fuller & Thaler,6060.23,2011,US,6,ETFSolutionsCost,Y
Fuller & Thaler,6060.23,2011,US,6,FundAccounting,N
Fuller & Thaler,6060.23,2011,US,6,RiskAnalytics,N
Fuller & Thaler,6060.23,2011,US,6,MultiAssetClassAnalytics,N
Fuller & Thaler,6060.23,2011,US,6,DigitalExperience,N
Fuller & Thaler,6060.23,2011,US,6,PortfolioSolutions,Y
Fuller & Thaler,6060.23,2011,US,6,FXServices,N
Fuller & Thaler,6060.23,2011,US,6,FinancingCollateralServices,N
Sterling Capital Funds,5781.41,1972,APAC,22,InvestmentServicing,N
Sterling Capital Funds,5781.41,1972,APAC,22,Custody,Y
Sterling Capital Funds,5781.41,1972,APAC,22,ETFSolutionsCost,Y
Sterling Capital Funds,5781.41,1972,APAC,22,FundAccounting,N
Sterling Capital Funds,5781.41,1972,APAC,22,RiskAnalytics,N
Sterling Capital Funds,5781.41,1972,APAC,22,MultiAssetClassAnalytics,N
Sterling Capital Funds,5781.41,1972,APAC,22,DigitalExperience,N
Sterling Capital Funds,5781.41,1972,APAC,22,PortfolioSolutions,Y
Sterling Capital Funds,5781.41,1972,APAC,22,FXServices,N
Sterling Capital Funds,5781.41,1972,APAC,22,FinancingCollateralServices,N
Osterweis,5717.38,1993,APAC,5,InvestmentServicing,N
Osterweis,5717.38,1993,APAC,5,Custody,Y
Osterweis,5717.38,1993,APAC,5,ETFSolutionsCost,Y
Osterweis,5717.38,1993,APAC,5,FundAccounting,N
Osterweis,5717.38,1993,APAC,5,RiskAnalytics,N
Osterweis,5717.38,1993,APAC,5,MultiAssetClassAnalytics,N
Osterweis,5717.38,1993,APAC,5,DigitalExperience,N
Osterweis,5717.38,1993,APAC,5,PortfolioSolutions,Y
Osterweis,5717.38,1993,APAC,5,FXServices,N
Osterweis,5717.38,1993,APAC,5,FinancingCollateralServices,N
Catalyst Mutual Funds,5693.27,2008,US,20,InvestmentServicing,N
Catalyst Mutual Funds,5693.27,2008,US,20,Custody,Y
Catalyst Mutual Funds,5693.27,2008,US,20,ETFSolutionsCost,Y
Catalyst Mutual Funds,5693.27,2008,US,20,FundAccounting,N
Catalyst Mutual Funds,5693.27,2008,US,20,RiskAnalytics,N
Catalyst Mutual Funds,5693.27,2008,US,20,MultiAssetClassAnalytics,N
Catalyst Mutual Funds,5693.27,2008,US,20,DigitalExperience,N
Catalyst Mutual Funds,5693.27,2008,US,20,PortfolioSolutions,Y
Catalyst Mutual Funds,5693.27,2008,US,20,FXServices,N
Catalyst Mutual Funds,5693.27,2008,US,20,FinancingCollateralServices,N
Pear Tree Funds,5615.97,1985,APAC,7,InvestmentServicing,N
Pear Tree Funds,5615.97,1985,APAC,7,Custody,Y
Pear Tree Funds,5615.97,1985,APAC,7,ETFSolutionsCost,Y
Pear Tree Funds,5615.97,1985,APAC,7,FundAccounting,N
Pear Tree Funds,5615.97,1985,APAC,7,RiskAnalytics,N
Pear Tree Funds,5615.97,1985,APAC,7,MultiAssetClassAnalytics,N
Pear Tree Funds,5615.97,1985,APAC,7,DigitalExperience,N
Pear Tree Funds,5615.97,1985,APAC,7,PortfolioSolutions,Y
Pear Tree Funds,5615.97,1985,APAC,7,FXServices,N
Pear Tree Funds,5615.97,1985,APAC,7,FinancingCollateralServices,N
Newton Investment Management (North America) Limited,5614.12,1988,APAC,2,InvestmentServicing,N
Newton Investment Management (North America) Limited,5614.12,1988,APAC,2,Custody,Y
Newton Investment Management (North America) Limited,5614.12,1988,APAC,2,ETFSolutionsCost,Y
Newton Investment Management (North America) Limited,5614.12,1988,APAC,2,FundAccounting,N
